Puntaje obtenido	Número de movimientos	Número de Singletons Finales	Jugada con mayor puntaje	Solución+(secuencia de Jugadas)	Matriz
956	52	33	182	[3,2][14,4][0,5][13,3][9,1][1,11][0,12][2,13][5,10][9,4][5,12][6,8][6,6][13,1][5,14][10,9][5,9][8,0][11,13][5,6][11,6][14,12][8,3][7,5][7,12][12,2][9,12][8,7][13,12][9,11][9,9][14,0][14,13][14,2][13,8][10,5][10,6][12,9][13,1][14,13][10,4][12,4][13,8][13,7][14,7][13,12][14,12][13,11][13,7][13,11][13,10][14,11]	5  5  5  1  1  5  5  5  4  4  4  1  2  2  2  
					2  2  4  4  1  4  1  5  1  4  4  3  1  4  3  
					4  2  3  2  1  1  3  1  5  2  2  3  2  2  3  
					2  4  4  2  1  3  1  4  1  2  3  5  5  5  3  
					2  3  1  5  3  1  1  4  2  1  1  4  4  2  3  
					1  2  3  1  5  2  2  1  2  2  5  5  2  2  1  
					3  5  4  1  2  2  5  5  2  1  2  1  3  2  2  
					5  5  5  4  4  3  3  1  2  2  1  4  1  5  5  
					4  5  4  1  4  1  1  2  4  2  2  3  1  5  5  
					4  4  3  4  3  2  5  3  2  5  2  3  3  3  4  
					3  2  5  3  1  5  2  4  1  5  2  3  5  5  5  
					4  3  5  1  3  1  3  4  4  1  3  3  5  2  2  
					3  3  3  1  3  3  4  1  2  2  4  5  3  1  4  
					3  3  1  5  3  3  3  1  5  4  3  4  2  5  2  
					1  1  4  1  1  2  5  2  5  3  1  3  2  3  5  
					

874	58	21	210	[7,0][9,0][4,9][7,4][6,9][6,9][10,8][10,10][8,8][14,7][13,9][10,10][9,13][6,4][11,0][10,14][10,1][8,8][3,6][7,4][11,4][10,6][13,12][11,1][9,11][5,0][14,4][14,10][10,9][6,13][12,3][7,14][3,14][11,7][10,10][13,10][11,14][13,7][14,7][11,14][13,7][13,4][14,6][12,11][13,9][14,12][13,13][11,13][11,13][13,12][14,11][13,13][14,9][12,13][14,8][14,13][14,8][13,13]	2  1  3  2  5  5  1  1  1  5  3  1  1  5  5  
					2  4  2  1  3  1  4  2  1  1  2  4  5  2  5  
					1  5  1  3  2  5  4  4  3  2  3  3  2  5  3  
					2  1  1  1  2  5  2  5  3  2  5  5  4  1  2  
					4  3  2  3  3  2  4  4  2  5  5  4  5  5  4  
					5  3  3  3  1  3  3  3  5  2  3  5  4  3  5  
					4  4  2  1  1  1  1  5  5  5  2  4  1  3  3  
					4  2  3  2  1  5  3  5  1  4  5  2  3  5  1  
					4  2  3  5  3  3  4  3  2  2  3  5  4  3  2  
					3  3  3  4  1  1  5  4  5  5  5  3  2  4  1  
					1  4  4  5  1  2  4  4  2  5  4  4  3  2  2  
					5  5  3  5  1  1  4  2  2  4  5  1  5  1  1  
					3  3  5  5  3  1  4  5  1  5  4  1  2  5  2  
					2  4  2  4  1  1  4  1  2  3  3  1  2  4  3  
					5  3  1  3  3  4  2  2  1  4  4  2  2  1  3  
					

628	59	39	156	[5,9][3,11][8,6][9,1][7,7][7,10][13,4][9,11][7,10][9,0][11,6][5,14][2,5][0,3][7,1][7,13][9,2][12,1][8,3][10,13][12,3][8,10][12,5][11,7][8,4][9,10][8,12][13,4][10,8][10,12][12,2][9,9][11,1][12,2][12,11][12,0][10,8][11,11][10,6][12,6][12,6][9,7][12,1][14,5][8,13][14,2][13,5][11,7][11,14][11,10][11,2][13,14][12,0][14,6][13,7][12,7][11,8][14,1][13,12]	2  2  1  5  5  4  2  5  1  2  3  1  4  4  2  
					1  5  1  5  3  4  4  1  4  3  5  3  5  1  5  
					5  1  3  4  3  4  1  5  5  2  2  1  4  3  2  
					4  5  5  3  1  3  4  5  4  2  4  5  5  1  5  
					2  2  3  2  2  4  1  1  2  2  4  2  5  1  2  
					4  2  2  4  5  1  1  2  2  5  5  2  4  4  3  
					2  2  1  3  5  4  1  5  4  2  3  3  5  4  3  
					2  5  3  2  1  4  3  1  1  1  3  2  3  4  4  
					5  3  1  2  4  4  5  2  5  2  3  2  5  2  5  
					5  3  1  5  5  1  5  2  3  3  5  4  4  4  3  
					2  1  5  1  5  3  2  3  5  5  2  5  1  3  3  
					3  4  1  2  3  1  1  2  2  4  1  3  1  4  2  
					5  1  4  2  3  5  1  2  2  1  2  5  5  3  2  
					3  1  4  5  3  2  4  2  4  5  2  1  4  1  5  
					5  1  3  1  4  1  2  5  3  2  4  2  1  5  1  
					

946	48	44	342	[14,3][12,11][8,4][13,11][2,13][3,9][7,3][10,12][12,8][3,6][3,12][4,9][7,2][9,13][12,9][11,13][8,7][11,12][12,2][13,4][14,11][6,14][11,8][13,4][12,13][12,0][12,8][5,7][9,8][14,4][10,6][12,8][13,9][13,10][13,12][11,1][13,1][12,6][14,8][10,6][14,12][14,9][11,10][12,2][13,7][13,12][12,8][11,11]	4  4  5  1  2  4  5  3  4  4  2  5  2  3  4  
					2  2  1  5  5  3  5  2  4  1  3  3  2  2  4  
					3  2  4  2  3  1  2  2  4  1  1  5  2  3  1  
					1  3  3  5  2  3  5  3  1  2  3  1  4  3  2  
					4  1  4  2  1  5  5  3  2  2  5  4  2  1  1  
					5  4  2  4  5  4  3  4  4  1  1  5  5  4  2  
					3  1  4  4  5  1  3  4  4  2  2  2  3  3  4  
					2  2  2  4  1  2  5  5  2  2  5  2  1  5  3  
					1  3  3  5  1  5  1  5  4  1  2  3  1  3  5  
					5  4  4  5  5  2  2  1  4  4  1  1  4  1  5  
					1  4  2  2  2  5  5  2  2  4  5  3  4  4  3  
					3  3  5  1  1  2  4  3  5  1  3  2  3  4  5  
					3  5  5  3  3  2  4  3  5  3  3  3  5  3  1  
					2  5  3  5  1  3  2  2  1  1  2  3  1  3  1  
					1  4  3  5  5  3  5  3  3  2  3  2  2  5  3  
					

604	62	26	72	[6,10][11,9][6,8][4,5][7,0][3,7][14,4][2,0][7,12][12,5][9,14][8,3][12,9][3,11][7,9][3,3][12,14][14,5][6,6][3,13][7,6][8,4][4,13][12,3][10,14][12,5][12,1][9,1][13,12][7,1][12,0][12,13][10,6][13,11][9,0][12,2][11,11][11,11][7,8][12,7][10,5][10,14][12,13][9,9][13,8][13,7][11,11][14,2][14,2][12,11][12,13][13,2][14,9][11,11][12,12][13,9][14,4][14,2][12,11][13,3][13,10][12,6]	5  5  1  4  5  4  4  1  5  4  3  4  1  3  3  
					3  2  3  2  5  3  2  5  5  1  2  2  2  4  5  
					5  1  2  5  5  5  4  1  2  2  4  1  1  3  1  
					2  4  4  4  5  2  3  1  1  3  5  3  5  5  2  
					5  3  3  4  3  5  5  2  1  1  4  1  4  4  5  
					1  4  2  5  4  4  3  1  4  4  4  2  2  1  1  
					3  2  1  4  2  2  5  2  3  5  4  4  1  2  4  
					3  3  3  4  1  2  3  1  4  3  2  5  1  3  4  
					2  4  3  2  5  3  4  3  1  2  1  4  3  1  3  
					5  3  3  1  3  2  5  3  5  4  5  1  5  5  5  
					4  2  5  3  1  3  3  2  5  3  4  4  2  1  4  
					3  3  2  4  3  5  3  1  1  4  1  2  5  4  5  
					4  3  3  1  4  1  2  5  4  4  3  4  2  1  5  
					1  5  4  2  4  3  1  2  4  5  1  2  2  2  4  
					1  4  2  2  3  3  1  3  2  5  3  4  4  4  2  
					
